city,ep,year,pop,epdays,epnights
Chengdu,33246678.287902027,2014,15862127.815047279,29333993.993753433,37159362.58205062
Chengdu,46732633.87280766,2015,15877130.55007774,39728968.14489283,53736299.60072249
Chengdu,113451363.79797804,2016,15867329.478247866,83953721.1718682,142949006.42408788
Chengdu,70986387.09210402,2017,15857528.371861191,67160911.84752512,74811862.33668292
Chengdu,65087936.17039999,2018,15847727.3037217,49592606.569450855,80583265.77134913
Chengdu,81614638.86383414,2019,15837926.20756251,82080663.56429482,81148614.16337347
Chengdu,48468071.72163921,2020,15828125.105761005,48328307.37008453,48607836.073193885
Dortmund,95369533.91185999,2010,11382255.751717135,117458383.34985569,73280684.47386429
Dortmund,29427347.443535514,2011,11364221.10541512,22235373.505114697,36619321.38195633
Dortmund,45786070.58843613,2012,11346186.448158102,36658058.59620485,54914082.580667414
Dortmund,100901591.93040538,2013,11328151.76814634,81892186.00063473,119910997.86017601
Dortmund,53589193.51102076,2014,11310117.123289365,33992971.06383109,73185415.95821042
Dortmund,78876616.82004881,2015,11292082.467474822,81037549.50414258,76715684.13595504
Dortmund,92680559.68456635,2016,11324379.277910925,68401546.36321256,116959573.00592016
Dortmund,61043909.361329734,2017,11356676.080378802,43344256.783623375,78743561.9390361
Dortmund,213202814.55635786,2018,11388972.876998575,197963491.44659883,228442137.6661169
Dortmund,135613471.17153102,2019,11421269.688572492,142384909.55732387,128842032.7857382
Dortmund,87611049.73051755,2020,11453566.49891255,101475677.59746855,73746421.86356655
Minneapolis [Saint Paul],36482383.23278151,2010,3996776.1138442224,28131267.928994674,44833498.53656834
Minneapolis [Saint Paul],45748728.71459113,2011,4020267.0706742615,37413311.462291256,54084145.96689101
Minneapolis [Saint Paul],60762729.70138985,2012,4043758.0429428946,55555778.93993651,65969680.462843195
Minneapolis [Saint Paul],38136180.403673574,2013,4067249.0041698366,25660607.407427896,50611753.39991926
Minneapolis [Saint Paul],10593520.362790033,2014,4090739.9708190486,5149112.938461512,16037927.787118554
Minneapolis [Saint Paul],24500151.00455589,2015,4114230.9367096703,18656665.799946796,30343636.209164977
Minneapolis [Saint Paul],34353733.072853744,2016,4131970.2013749843,22837331.262217328,45870134.88349017
Minneapolis [Saint Paul],23801470.189096585,2017,4149709.475574347,29945362.531733084,17657577.84646009
Minneapolis [Saint Paul],28257025.215017255,2018,4167448.7532584043,24505868.741173863,32008181.688860647
Minneapolis [Saint Paul],18236579.77422384,2019,4185188.0175879104,13415733.14111005,23057426.407337636
Minneapolis [Saint Paul],33791209.423175424,2020,4202927.289435976,29102827.85195166,38479590.9943992
Lagos,34447683.94417046,2010,13097772.561579654,17527505.284702443,51367862.60363847
Lagos,9936854.996998299,2011,13342602.35569411,8153886.216200267,11719823.777796332
Lagos,43128749.97351588,2012,13587432.130532965,20087617.01752413,66169882.92950764
Lagos,40724966.58759828,2013,13832261.950398713,28890078.16685696,52559855.0083396
Lagos,11861296.527661905,2014,14077091.722998029,10311930.8621521,13410662.19317171
Lagos,17229264.926552705,2015,14321921.495817171,9475942.700652909,24982587.152452506
Lagos,57532656.12840323,2016,14573012.794542916,55555515.928653926,59509796.32815254
Lagos,31056196.13254655,2017,14824104.110726308,20976570.4208847,41135821.844208404
Lagos,29690009.5436062,2018,15075195.435416413,14029191.058263265,45350828.028949134
Lagos,28604106.00326799,2019,15326286.759675577,17440253.2120533,39767958.79448268
Lagos,59063650.7477826,2020,15577378.077310912,46095391.00237971,72031910.49318549
Atlanta,61360948.243208945,2010,4563241.677337667,44939618.691263914,77782277.79515398
Atlanta,60420655.267907016,2011,4633029.628993392,58846552.52599831,61994758.00981572
Atlanta,33505027.369450606,2012,4702817.582722848,34037746.09758638,32972308.64131483
Atlanta,8083336.504982985,2013,4772605.526646676,5372314.505651431,10794358.504314538
Atlanta,17270757.766411982,2014,4842393.481387154,17161576.368315186,17379939.164508782
Atlanta,37095581.54851866,2015,4912181.425563631,23643885.288698807,50547277.80833851
Atlanta,54813431.23606092,2016,4973122.387456836,44701689.107837945,64925173.36428389
Atlanta,21740245.122679025,2017,5034063.352897614,15202749.65267644,28277740.59268161
Atlanta,20742454.56435336,2018,5095004.3113904,17409441.936678905,24075467.192027815
Atlanta,44953239.14489122,2019,5155945.273831366,37094089.76663558,52812388.52314685
Atlanta,27989791.674117714,2020,5216886.232478378,17560684.181965273,38418899.16627016
Colombo,25963708.135030173,2010,6843794.019026968,37445333.11940642,14482083.150653927
Colombo,16431416.873967184,2011,6901204.335847008,19737384.700408936,13125449.047525432
Colombo,22689889.49380827,2012,6958614.660544788,27438601.485671043,17941177.501945496
Colombo,20279951.469652176,2013,7016024.993080229,24889423.369441986,15670479.569862366
Colombo,21029354.69157722,2014,7073435.308673516,21997909.750374556,20060799.632779885
Colombo,19035249.59634453,2015,7130845.626576526,23202459.346088037,14868039.846601028
Colombo,31843911.501000166,2016,7184051.592128016,44827826.49713135,18859996.504868984
Colombo,19733838.922520228,2017,7237257.550313842,19112160.117874146,20355517.72716631
Colombo,13787714.188835334,2018,7290463.529959243,22658859.039666206,4916569.338004462
Colombo,36487531.37697317,2019,7343669.520684898,45288513.230645835,27686549.5233005
Colombo,49196396.520408526,2020,7396875.482025821,64636070.23412803,33756722.80668902
Hanoi,18077250.602997094,2010,9212060.708463684,15192286.684367366,20962214.521626823
Hanoi,23813883.82815005,2011,9354888.770510204,20234134.606304314,27393633.04999578
Hanoi,16380495.714865789,2012,9497716.833425492,15254294.213765949,17506697.21596563
Hanoi,22081562.43194289,2013,9640544.877071604,22541357.22806786,21621767.635817923
Hanoi,17016511.268397138,2014,9783372.938609943,12633353.695747629,21399668.841046646
Hanoi,24426017.834613428,2015,9926200.984899921,21078086.519224692,27773949.150002163
Hanoi,26136319.655916132,2016,10043214.360998884,27411550.37082915,24861088.941003114
Hanoi,16090753.65159734,2017,10160227.749787673,12206407.955147266,19975099.348047413
Hanoi,29059717.819183536,2018,10277241.11536467,34096352.22716455,24023083.41120252
Hanoi,16779391.107140146,2019,10394254.497297674,24461045.037595168,9097737.176685125
Hanoi,32147103.991817992,2020,10511267.859431287,30674230.70046603,33619977.283169955
Quanzhou,35910517.355296835,2010,6334778.294792991,34652215.40922563,37168819.30136804
Quanzhou,19930244.278071523,2011,6405050.732061732,17358991.780575275,22501496.77556777
Quanzhou,24569627.46162633,2012,6475323.16258518,20949944.393535152,28189310.529717505
Quanzhou,40351702.32265164,2013,6545595.59214575,36665041.823375374,44038362.821927905
Quanzhou,41142740.811295375,2014,6615868.011479144,27650998.56037964,54634483.06221111
Quanzhou,35177561.91321476,2015,6686140.438394833,31309490.530576028,39045633.29585348
Quanzhou,38550916.39944403,2016,6750177.085178573,28311156.42938724,48790676.369500816
Quanzhou,74718041.05952495,2017,6814213.742887559,62141879.09330876,87294203.02574116
Quanzhou,41222481.40982025,2018,6878250.405683028,38533296.23886755,43911666.58077295
Quanzhou,31098208.274354786,2019,6942287.07259031,21586057.801861525,40610358.74684805
Quanzhou,46511514.17205401,2020,7006323.715451073,46456883.581847645,46566144.76226036
Montreal,45789708.648777656,2010,5706568.602670487,35871979.60377902,55707437.693776295
Montreal,50065078.11699489,2011,5747733.145893331,47450502.99602264,52679653.237967126
Montreal,73783773.1749939,2012,5788897.679517772,72024205.26056159,75543341.08942622
Montreal,33523323.106533654,2013,5830062.2271182155,27992210.873022735,39054435.34004457
Montreal,32353419.09065084,2014,5871226.753167501,33914274.35437815,30792563.82692353
Montreal,34113927.88043175,2015,5912391.310367845,21305844.42273514,46922011.33812836
Montreal,56673140.015957326,2016,5945571.489595542,58765361.605473824,54580918.42644082
Montreal,24179641.898612723,2017,5978751.655803608,14689461.710806314,33669822.086419135
Montreal,62638873.592752986,2018,6011931.820683287,58997262.47553177,66280484.7099742
Montreal,61403598.027302705,2019,6045111.996981731,53333412.05702861,69473783.9975768
Montreal,69104438.50284056,2020,6078292.160984743,66490519.20863574,71718357.79704538
Mumbai,293121273.05730665,2010,26763620.381873317,78707734.09739232,507534812.01722103
Mumbai,128318679.59941512,2011,26952378.3461736,21599495.084252477,235037864.11457777
Mumbai,182277772.5283912,2012,27141136.406116877,53875954.59677451,310679590.4600079
Mumbai,164508234.01102662,2013,27329894.363677014,63574057.02564445,265442410.9964088
Mumbai,160964641.81108224,2014,27518652.381663166,31261794.663761407,290667488.95840305
Mumbai,209655917.82432348,2015,27707410.340833917,29859953.943782866,389451881.7048641
Mumbai,180199813.01067454,2016,27889925.521430627,73625838.4368532,286773787.5844959
Mumbai,229212642.34683222,2017,28072440.753114663,54534594.3648967,403890690.3287677
Mumbai,182385924.11966386,2018,28254955.946353145,54615943.60947174,310155904.629856
Mumbai,202525491.75782645,2019,28437471.203157477,84511700.2685669,320539283.247086
Mumbai,231194028.8958804,2020,28619986.40940853,77228469.12433901,385159588.6674218
Indianapolis,17174881.66534496,2010,2254318.6193018896,14427079.291601393,19922684.039088525
